movieId,directorId
8487,1223
7116,1223
6554,885
3645,885
6760,184
8952,1753
1839,327
6520,327
5852,327
930,52
34,52
2529,52
2432,1912
2389,251
3,180
1459,180
8381,402
209,475
5905,475
2794,475
2729,353
8477,353
853,353
2730,353
3152,353
558,353
3091,353
2728,353
6387,353
138,353
2162,353
3358,353
317,353
2731,353
4396,353
2732,353
2602,353
1426,353
5824,3197
1430,13
5242,243
8370,3687
596,786
8034,2860
6559,2860
2830,2860
7334,2860
7970,940
4705,940
2216,121
1203,2249
4509,2249
3288,2249
3278,2249
7304,2249
4904,835
5396,835
3057,415
2097,415
1273,106
2604,106
3600,729
3123,729
1458,729
1173,729
6568,729
4566,729
5921,625
1221,211
8895,755
3256,1409
6472,1409
349,1409
5447,1409
3025,1409
3472,1409
6922,130
7895,130
6260,130
4425,130
8516,130
3584,3195
3584,1951
1248,1951
3593,2030
8058,18
6699,18
8321,18
2660,136
912,594
5123,594
3611,594
871,594
4821,594
6861,355
4397,355
6549,335
3818,335
8845,621
1146,621
245,621
88,621
8499,621
980,621
2447,621
2448,621
444,621
7790,621
2972,621
933,1078
6823,1494
6189,1425
7420,1750
7011,1750
5534,1750
1854,1750
4259,883
6727,883
5480,883
136,883
1624,883
1418,883
5994,164
1096,164
4319,1299
2822,1299
6484,1299
7416,1299
1475,1299
518,1299
1193,1299
2061,270
3370,270
548,2517
6136,1749
802,1749
7151,1749
7309,33
1962,33
8604,33
5009,33
4783,33
1197,33
4505,33
4946,33
4345,33
6021,33
1678,33
6781,33
6238,33
2083,33
7893,33
2044,33
435,33
4800,33
2533,250
6616,2170
3635,149
3285,149
964,149
4470,149
3677,149
977,149
5807,149
1674,149
1083,149
2982,149
695,149
1975,149
637,149
1585,149
1329,149
3587,149
5850,1441
4679,494
2746,494
1259,494
6758,1419
8039,1419
1897,1419
5613,1419
8473,1419
4792,1419
6982,1419
3567,403
8759,212
4549,212
1102,87
3231,87
8741,93
1363,310
1320,1638
6754,1638
5980,60
4905,60
8279,60
6183,60
8056,60
1176,60
3807,60
3797,60
4847,60
390,60
8611,60
5486,60
1405,60
189,60
5103,913
2806,348
2622,1595
6050,2112
403,185
2332,185
5958,185
7530,185
6,185
2567,185
2259,185
1521,185
2419,185
3456,185
4282,185
5840,185
4627,185
2470,185
5462,2270
5966,2270
471,3204
2627,7
3716,1496
711,809
293,809
490,809
8259,3313
398,3313
1227,3313
295,3313
3400,571
89,202
3468,202
7034,202
4890,202
517,202
3515,798
6944,798
7721,798
8585,798
6299,798
8947,798
7526,798
4882,798
7309,263
3643,263
5401,263
5870,263
5316,263
1409,263
5384,263
8304,3058
5231,3058
802,190
1816,190
851,89
3443,592
2417,1039
63,1392
2001,660
8097,110
7361,57
4032,200
7272,200
6710,200
1100,200
1903,200
6031,800
4202,800
187,2623
443,3137
697,3137
6249,98
3635,98
7855,98
1087,98
6923,98
7928,98
6394,98
8463,98
4109,98
6539,98
15,98
101,98
5788,98
7459,98
5150,98
1980,98
5992,98
5567,98
4424,98
969,98
2388,98
4398,98
5323,98
362,98
1584,98
1365,98
984,98
7929,98
5565,98
4038,98
2979,754
7253,754
3447,754
4159,754
4320,754
8217,754
174,754
4403,754
17,20
6102,20
6669,20
266,20
8824,20
6722,20
5152,20
8226,20
4855,20
1364,20
7209,20
880,20
9067,158
216,3214
8753,657
91,2810
1435,2810
5197,2810
5037,2810
5010,2750
7623,156
3692,2200
7324,898
2004,898
6518,898
1140,898
788,2992
3339,2992
4994,2992
4057,2992
5326,2992
4842,2992
789,2992
5417,2992
2824,83
5454,1592
4195,1592
8624,1592
5776,1592
3565,1592
6168,1592
570,1592
3610,1592
3854,1592
8469,449
9049,449
7022,449
648,449
3766,449
336,449
3446,3028
3446,19
5026,19
4395,19
655,19
1009,19
3631,19
3871,19
8211,19
7403,19
8751,19
8455,19
995,19
219,19
6308,19
8532,4073
107,2230
110,2232
3162,2232
3018,2232
611,2232
8417,1152
2333,2399
4207,2399
2312,2399
575,1273
1479,1128
5923,1128
660,700
123,700
3744,700
8003,152
8157,88
6799,88
7619,88
1927,357
4837,357
122,357
2663,357
1410,357
3760,357
5182,357
1773,357
3445,357
1001,357
346,357
1690,357
6857,357
2546,357
3532,357
3425,357
4726,357
5639,357
1457,4011
3124,981
7309,2590
8799,383
7357,383
4371,383
8470,383
2407,383
452,1861
1326,1861
1198,1736
7198,1736
6753,1736
7745,1736
8569,618
5448,618
1272,618
6608,618
3953,618
7266,618
1840,1379
5601,1379
2160,1379
7571,1379
1470,2820
7236,3
1994,3400
6862,781
8605,1026
3682,242
4713,242
2410,3368
4583,1385
86,1385
2075,1385
460,1385
3378,1385
7894,2481
2510,2481
7067,2481
5084,2481
4695,1509
6630,1509
2182,1509
3103,3599
7555,1471
8685,1471
6621,1471
7976,1471
1990,1471
4401,1471
7130,531
1807,2526
6726,2526
7492,131
3720,131
4268,131
2164,259
6839,259
4102,259
3312,259
7388,259
7309,2273
3928,2273
5974,393
1172,393
3742,393
3311,1231
6103,1231
2664,1869
6323,1869
5538,359
7838,1680
3908,306
18,306
4956,306
3386,1416
9076,1124
3376,420
2903,420
8102,474
7464,990
6446,990
196,990
7060,990
8680,990
159,990
2453,990
5129,990
7882,990
1303,990
3711,990
9055,2425
9042,2425
9017,2653
4332,2653
7967,3140
7507,1764
7361,188
4152,188
8288,2164
7503,2164
4138,2164
937,35
626,35
962,35
745,35
978,35
2185,35
2184,35
2183,35
2187,35
1012,35
2169,35
2186,35
4007,3588
4729,1888
6055,1888
8894,545
8259,545
4238,2532
4238,2533
7908,775
6939,2802
7446,2802
270,1145
8334,2984
8503,997
4883,997
2308,1198
5459,112
5637,112
3210,112
2550,112
2700,112
3211,112
413,112
8093,112
3487,112
3209,112
4299,112
258,112
7626,112
881,112
7061,112
13,112
1296,112
884,112
6479,112
5770,557
5036,557
3918,557
2072,557
2485,557
479,557
273,557
3886,557
1822,557
1427,557
5796,557
1648,557
5985,557
5409,557
701,557
5375,557
6418,557
3161,557
4385,557
6527,557
2009,557
1811,557
7517,557
2522,557
1516,849
1922,849
359,849
3906,849
1932,849
1930,849
1931,849
4303,849
5314,849
3624,849
8970,1350
7536,917
7345,917
7719,917
6669,863
7209,863
6716,863
6336,863
4763,863
6750,1024
7958,1014
8982,453
7477,2596
7187,1862
3684,116
1782,116
1928,116
9087,116
3529,116
7960,116
2007,116
5394,116
5475,116
927,116
529,116
5548,116
7457,116
2181,116
2652,116
206,116
7471,1318
7471,1319
8744,2011
8744,2010
8926,1653
8595,1653
8082,1653
8254,2472
5598,2472
7598,884
5614,884
8080,478
8993,3516
9035,1023
6629,1105
6751,3621
5809,50
6959,50
1234,50
2195,50
1125,50
1675,50
427,50
1345,50
5761,50
4999,50
3594,50
2990,50
888,50
9016,50
4417,50
2772,50
3461,50
7937,50
2784,50
7927,50
1045,50
955,50
5445,50
6172,50
3279,50
6317,50
4139,50
8191,50
1590,50
472,50
6165,867
7880,867
2103,0
4741,0
232,0
2689,0
6139,0
4103,0
5071,490
5053,1974
8688,1773
8548,1140
3796,776
1974,776
1105,776
2497,776
462,776
2241,776
2611,776
6395,3085
6678,2423
9096,2055
8861,3160
6256,2165
8030,2165
8763,989
8308,989
6960,3815
7150,3130
8428,228
2334,228
6756,1976
6637,1976
7256,3528
8619,3410
7819,2918
5358,222
1507,222
1502,222
893,222
2441,222
2667,222
769,222
6087,222
7283,222
6658,222
7536,1459
8736,1459
6884,1706
7873,2357
6128,2357
7876,2357
6899,2357
6989,2357
8811,2357
7175,2563
6808,2563
6812,2798
7678,2798
7231,2135
8376,1677
8805,1677
7998,1677
7791,1677
7792,1677
3263,314
5809,314
370,314
4634,314
2727,314
5819,314
1983,314
7744,314
2442,314
976,314
1389,314
3008,314
9072,314
624,314
3540,314
1066,314
7431,314
7258,2161
8393,1177
5904,2718
7265,2718
7500,1792
6965,2539
7134,2552
7873,1880
5423,1880
1442,839
3260,837
6892,837
5549,288
1262,288
1837,288
7911,288
8136,288
90,288
7617,288
7029,288
42,288
4003,288
3536,2630
5308,2630
6352,2630
7027,1785
8431,1785
1943,1722
8078,481
7752,3472
7752,3473
7338,2854
9085,479
8437,479
7774,479
8485,3042
7589,3317
7309,1787
6267,1787
1358,1787
205,1787
2456,1787
8686,1787
8167,3629
7535,3629
7611,3180
8688,1772
6711,1772
7780,1772
8020,3448
7686,3292
7916,3319
9109,3319
7640,3319
9109,3318
7916,3318
7640,3318
7525,3240
8011,2518
8995,2518
7098,2518
6551,2518
4081,3845
2969,3845
2296,3845
1553,3845
620,3845
6207,1490
7172,1490
8227,1490
6700,1490
8907,1490
8024,1559
7522,1559
8122,3080
8159,3338
8065,963
7072,963
6145,963
7660,963
6705,675
7923,675
8065,673
7192,673
5392,673
8466,2507
7732,2507
7294,2507
7234,2507
9121,2507
5890,2507
3365,598
2756,598
6228,598
8142,2925
8397,2925
8662,2925
7873,2662
6226,2662
4232,2662
8160,2662
807,599
4287,599
5848,599
3777,599
8572,599
7685,599
4068,599
4110,599
6619,599
372,599
8165,599
5178,599
254,599
6693,599
4913,599
6651,599
2473,599
4753,599
2477,599
6615,599
3554,599
8752,3659
8814,1567
7232,1567
8142,1488
8368,1488
8202,483
8247,3030
9048,3030
952,2275
8818,3861
8938,3861
8615,3951
8077,2350
7529,3990
8419,2921
8951,2921
8024,1558
7522,1558
8904,4035
8744,3920
4716,1591
6419,1591
6777,47
7667,47
6132,47
6119,647
7058,3145
5657,1245
5438,739
2654,739
2650,739
2906,739
2899,739
2651,739
2653,739
2764,739
1035,739
2844,739
2898,739
5658,2764
6397,569
5333,535
3484,535
3485,535
1092,535
4216,535
5471,585
5660,3329
5367,3329
5050,516
4640,516
2718,516
5430,516
5065,516
5063,516
5095,516
2994,551
3399,1248
5662,756
5662,3866
5664,3171
8793,3171
5662,3171
4911,3820
1730,213
1731,213
725,213
877,213
1734,213
724,213
753,213
1736,213
1735,213
750,213
1748,213
1749,213
751,213
1738,213
1737,213
1729,213
1747,213
1732,213
975,213
729,213
1733,213
1078,213
1756,213
1757,213
783,213
1754,213
1755,213
1753,213
1752,213
749,213
748,213
1750,213
1751,213
1762,213
1758,213
1759,213
1760,213
1761,213
2787,3090
5274,226
5382,3235
2428,586
5415,3332
1490,165
3841,165
2330,165
5729,165
3171,165
3328,165
784,165
2136,165
5415,165
6918,1266
5440,766
5374,766
5680,766
2586,766
1488,766
4960,766
1488,3855
5663,742
6079,742
4907,649
5692,649
4910,649
1662,3175
4642,2862
6135,1268
6135,3221
3946,2833
8199,2833
6972,2833
3828,80
4750,80
5772,80
6679,80
6305,80
669,80
133,80
6579,80
5369,80
3480,80
5479,80
5668,80
5666,80
5211,3339
2438,533
2379,533
2876,533
6115,533
5424,533
5690,533
5324,533
5667,533
4982,1084
1491,1084
5437,133
2118,133
7398,1756
5353,2847
5366,2847
5247,2612
4012,2612
5682,2612
7633,2612
4992,2612
5669,2612
791,772
5364,1383
5701,1383
4964,1383
1492,1383
2107,15
741,532
740,532
5057,532
6704,532
3452,638
5062,638
1038,638
4972,638
5061,638
2783,638
3432,638
4681,638
3687,638
6073,638
2278,638
775,638
5687,638
6013,638
771,638
5670,638
5670,3486
756,204
2489,204
766,204
5691,204
2991,204
4739,2874
5539,2874
6328,2874
7015,2874
5671,2874
5264,2773
752,1272
5209,1272
1499,1272
4542,1272
1010,1272
1876,257
1939,258
1876,258
4619,1258
9123,1258
761,1258
5373,1258
5673,3111
7315,3713
7315,2774
7280,1384
5674,3325
2479,3237
2479,3236
8200,2621
3172,339
5675,339
862,1280
728,1280
4957,1280
765,1280
2459,1280
8231,3149
6276,534
5677,2613
6276,2613
2586,2613
6276,3986
770,1330
5252,1330
5249,1330
5251,1330
2929,293
2877,293
6096,293
7177,293
4961,293
2090,293
4646,293
5350,293
760,293
5468,293
2513,293
4843,293
7524,293
733,293
8232,3024
3945,3024
8233,3024
6170,3024
6824,565
737,565
2692,565
3243,565
1501,565
5711,565
5419,565
5321,565
3820,565
4405,565
1041,565
3876,565
5685,565
4979,565
3755,565
5686,565
1498,565
1494,2834
5186,2834
767,2436
5681,2436
778,2581
5679,2581
3095,958
768,958
2774,958
3338,958
5096,958
863,958
4959,958
5255,958
776,958
5188,958
4522,958
5066,3154
2751,2947
2520,648
4806,648
1495,1601
4980,1601
5512,2936
4440,1457
526,3612
526,1658
5655,1271
3032,1271
6085,1271
5385,2196
760,2196
889,2519
4153,1339
4987,1339
5253,2484
6171,2484
6225,2484
5684,3548
2325,3330
5411,2905
2121,1278
6502,2866
5376,2866
780,2866
5553,2624
2874,2624
2875,2624
3482,2624
5554,2624
740,2624
2881,3485
828,3485
1036,3485
528,3485
2540,373
3170,373
1036,373
1036,374
1580,374
1036,3816
1036,636
528,636
4016,3373
4014,3373
5389,2238
3341,2238
1991,2238
6333,2238
4329,2238
2126,1277
919,2597
7346,2597
1580,3375
7689,572
1626,572
5266,572
5213,572
2119,1267
2122,1267
6422,2586
5696,1006
5689,1006
3878,2148
4781,2148
3987,759
4993,252
736,252
2568,252
757,252
3882,252
5724,252
3454,252
2740,252
1500,252
2988,252
743,252
3335,252
4707,252
730,252
731,252
2472,252
5387,252
5313,2832
3823,2832
8140,746
755,746
5312,746
758,746
759,746
5463,746
739,746
721,746
3957,746
754,746
6089,746
4641,746
6502,746
4056,2479
5064,2479
5013,2479
4701,2479
5509,2479
5530,1167
2123,1167
3825,2668
1054,684
5474,684
5389,1438
3341,1438
4329,1438
4252,2542
3145,2542
3079,338
5292,338
2724,338
5532,338
7259,338
2125,338
5693,1359
2109,2971
2110,2939
5388,2082
864,2082
865,2082
4988,683
5003,683
6025,683
5189,683
1004,683
2349,683
6508,683
5391,683
1627,683
961,683
2342,1166
7041,3127
2359,1323
7615,1323
3337,1323
1640,2104
1647,2104
1645,2104
826,2104
1656,2104
836,2104
3020,2104
828,2104
3170,2104
4967,555
4908,556
566,556
4967,556
3032,3521
3032,643
6510,752
3020,3323
3020,3461
5216,2441
1659,3557
782,1608
5507,2856
2488,1345
4545,1345
3333,1345
2481,1345
781,1345
4047,774
1504,774
2769,774
5573,774
5473,2636
5511,2636
3960,591
2835,591
3494,591
763,591
6673,591
5060,591
746,591
5708,591
3096,591
3396,591
5497,1428
2788,1428
5494,1428
2358,1428
6088,1428
6311,1428
4617,1428
3490,1428
5713,1582
3501,1582
5502,1582
2913,1582
4437,1582
2017,1164
5603,1164
1908,1164
3981,2769
5702,804
6467,804
968,804
6071,804
1513,804
5413,1344
5207,209
5005,209
4659,209
3139,1276
5147,1276
820,1276
623,2599
7727,1008
3453,1008
2716,1008
5422,1008
6206,1008
5345,753
6098,753
5705,753
4678,1429
4134,1429
5514,1429
6724,1429
5478,223
892,223
4554,223
6482,223
5706,223
4520,223
973,337
2771,337
2484,337
1581,337
5225,337
5282,337
4048,337
4751,337
5277,337
5281,337
4165,337
2433,337
5283,337
2331,337
5647,721
2282,721
2302,721
1785,721
4807,721
720,721
3752,721
722,721
3982,721
2878,721
5212,721
5751,721
3751,721
732,721
830,536
5067,650
2640,2701
5523,2701
5709,3320
5709,1857
2460,1857
3413,750
6053,750
2133,1621
4623,1621
3735,1260
6015,1260
5050,2884
5431,3554
7900,2911
2656,2973
5142,512
1505,512
6830,1269
870,523
4220,523
4219,761
3500,761
4221,761
3997,1184
3005,1184
2717,1184
2915,1184
2579,1184
3410,1574
8067,3363
8066,3363
7724,3363
2672,1547
1872,1547
1487,1547
4733,2591
4485,1206
3771,1206
5114,1206
5334,1206
5146,414
1689,414
5286,414
5185,414
3495,414
1628,414
5291,414
3973,414
992,414
5290,414
5112,414
5287,414
5289,414
5245,414
5288,414
5354,2907
5362,2907
7277,2698
1873,953
5723,953
4244,953
7813,953
7806,953
6091,953
1875,953
5714,3012
5718,3012
5722,3012
5416,685
7542,1587
2528,1587
5646,1587
4525,2130
4876,282
4074,282
6471,282
5191,282
9004,816
5047,2197
1508,2197
5406,2197
4983,2197
3996,666
5717,666
4970,666
5361,666
573,679
4875,679
574,679
5232,2561
5719,3380
6509,2529
5720,2908
4977,1612
641,1711
2675,1711
3075,1711
577,1711
5341,1505
3691,769
4638,769
3788,769
5390,769
2134,769
2733,769
5735,769
4407,509
5504,579
5742,579
5725,579
6386,1466
6818,1466
1139,1466
1984,1466
4660,1466
411,1466
2201,1466
4496,1466
3613,1466
3575,1466
4528,1466
5585,1466
2688,1466
2798,1466
2987,1466
6242,1466
2465,1466
4386,1466
2986,1466
4579,1466
960,1466
7276,1466
3029,1466
5176,1466
5493,1466
7885,1462
5056,1462
4532,1462
5731,1462
4572,2945
5074,2945
4250,1263
2124,1263
3098,1263
2108,1263
4107,1263
2522,1545
4100,3023
2601,3023
4521,266
4316,1465
2916,1465
5172,500
2535,1551
2834,2734
5728,2734
2809,972
5522,972
1079,1778
1079,3737
3875,292
2755,292
4802,292
2770,292
2696,292
3753,292
2016,668
2286,668
3749,668
2226,668
4337,856
5754,856
3168,1013
3837,1013
4682,960
2795,960
2495,960
5113,960
6303,960
3408,960
4651,960
5533,960
2768,960
694,3634
5072,227
5276,2394
5427,2478
5177,2478
5727,2478
2766,161
2707,161
3660,161
5467,161
902,161
4747,161
4484,161
872,161
4744,161
874,161
4975,161
3881,161
723,161
3756,161
4746,161
3388,161
8794,762
684,1427
5343,2760
5783,792
3028,792
5359,792
5732,792
5298,2960
5310,2960
2228,2960
2229,2960
5299,2960
2227,2960
5342,2960
3483,2960
2199,2960
3491,2960
2225,2960
5592,2960
2199,1654
5988,1179
2577,1179
3063,1179
5267,1265
817,1265
818,1265
4984,2389
4114,2389
3746,2389
3865,2389
3959,2389
5244,3335
5513,1401
4473,1401
5144,1401
821,1401
2460,1401
2046,2306
4941,384
6110,384
6592,384
6648,384
4723,384
6273,384
4719,384
4368,2474
4333,2474
4455,1255
2657,737
707,737
1801,737
1981,737
3920,737
2901,737
8709,737
1021,737
4965,737
2896,2546
4413,2842
4413,367
6118,4051
4476,564
5425,564
3396,501
2460,501
8435,1264
4647,870
5346,870
3750,870
3336,870
4115,870
3253,498
2967,498
4803,498
3962,498
5752,498
963,498
3246,3092
2812,2876
3477,2876
3133,2876
3132,2876
57,991
2662,991
613,991
1077,991
2548,991
2588,991
2790,991
5519,991
2837,991
5386,991
5012,991
1514,991
6776,991
3675,991
2680,2932
2676,2932
2047,2987
5318,2942
4628,2942
1618,2765
3893,1454
4523,1068
5592,1068
5025,730
2555,730
6295,730
710,730
259,730
2469,730
2607,730
2283,730
4180,730
4963,730
3789,730
4381,730
2726,730
4318,730
4986,730
5433,730
2214,730
1512,730
4497,730
6398,2616
8474,2635
5227,2147
5733,2715
6967,3581
7358,3581
7335,3581
2260,3833
5736,1367
3135,3372
175,1163
983,299
5270,299
958,299
2935,299
2370,299
965,299
7440,3349
6618,3348
2591,2901
5738,2789
8776,2301
3097,2301
8190,1212
1324,1212
4652,1212
2693,1212
7568,1212
4156,1212
4465,1212
8201,1212
5360,312
352,312
4826,2700
4832,2700
3759,3580
8322,3890
8481,3890
8803,3890
6298,2988
5383,1640
4661,1640
4632,1640
5740,815
4958,1363
4958,2858
4316,2858
5743,1217
1878,419
3353,419
2021,419
1877,419
4653,419
6090,2690
6674,2941
5318,2941
6674,3078
1598,2637
1599,2637
811,2637
5441,2637
5102,2637
1610,2637
3405,1534
1781,3359
6190,3359
5044,162
5008,1381
4709,2735
6195,3002
5628,1161
540,1161
1945,1161
2975,1161
4288,1161
2734,1161
2923,1161
2431,1161
3787,3396
1858,740
1072,740
3772,740
1030,740
499,1074
5301,1074
5746,1074
2936,955
2027,955
2344,955
2762,2766
899,287
2551,287
4249,287
951,287
981,287
4343,287
5797,287
3971,287
6632,275
8568,4039
3373,1010
1935,1010
134,1010
3289,1010
1880,1010
1560,1010
2300,1010
5243,1010
2301,1010
2527,1010
5749,1010
2430,1766
7149,3284
5750,3284
2642,1580
3403,1453
2545,2746
5753,2746
2635,667
3498,667
6162,779
2324,779
4777,779
2326,779
5143,779
5171,779
4620,779
2422,779
3042,779
785,779
5528,1624
4058,951
3242,951
8675,951
6971,951
1602,1261
5357,1261
8668,1298
5518,1625
3832,1463
4869,1463
8587,3239
4096,1234
2166,1234
4740,1234
4017,1234
5756,1234
3877,429
2900,559
1575,456
5526,456
3992,456
4294,456
2023,456
5408,3088
5377,129
5543,129
5169,129
5377,3289
5543,3289
5169,3289
5543,132
5169,132
4215,950
5322,950
4079,2184
2831,2184
4537,2184
5808,2184
2383,2184
4776,466
2671,466
5319,466
5268,466
5271,466
530,466
5272,466
4571,466
3334,2903
4918,1492
4175,1568
5757,1568
2976,332
2694,332
2491,332
2572,332
5758,332
990,332
1046,332
117,3188
6449,3188
1152,748
4954,748
667,748
3696,748
4499,748
3950,748
7517,748
5759,748
2585,1297
3527,2290
4684,2290
7517,1328
4097,1328
2761,1328
3576,1328
3559,1328
7840,1328
2305,1328
7836,1328
4538,1328
