userId,movieId,rating
3,1234,3.0
3,1114,4.0
3,1116,3.0
3,1117,3.0
3,1120,5.0
3,384,1.0
3,383,4.0
3,380,3.0
3,361,3.0
3,427,5.0
3,412,4.0
3,391,4.0
3,389,4.0
3,321,5.0
3,314,5.0
3,294,3.0
3,266,5.0
3,344,3.0
3,331,4.0
3,328,5.0
3,322,5.0
3,122,5.0
3,132,4.0
3,32,5.0
3,102,5.0
3,232,5.0
3,259,4.0
3,152,3.0
3,163,3.0
3,9,4.0
3,888,5.0
3,880,5.0
3,904,5.0
3,902,5.0
3,952,5.0
3,912,5.0
3,954,5.0
3,953,5.0
3,834,5.0
3,832,5.0
3,836,5.0
3,835,5.0
3,840,5.0
3,837,5.0
3,870,5.0
3,866,5.0
3,695,5.0
3,724,5.0
3,731,4.0
3,734,5.0
3,740,5.0
3,815,4.0
3,820,4.0
3,826,5.0
3,485,5.0
3,521,5.0
3,522,5.0
3,523,3.0
3,526,5.0
3,528,5.0
3,537,4.0
3,543,5.0
3,3208,2.0
3,2619,3.0
3,2621,5.0
3,2468,4.0
3,2458,5.0
3,2443,5.0
3,2442,4.0
3,2437,5.0
3,2422,3.0
3,2402,5.0
3,2398,5.0
3,2611,4.0
3,2607,5.0
3,2581,4.0
3,2580,2.0
3,2548,4.0
3,2500,5.0
3,2496,4.0
3,2493,4.0
3,1684,4.0
3,1698,5.0
3,1674,5.0
3,1675,5.0
3,1702,5.0
3,1716,5.0
3,1699,4.0
3,1701,4.0
3,1744,5.0
3,1776,4.0
3,1728,5.0
3,1743,3.0
3,1811,5.0
3,1859,4.0
3,2180,5.0
3,2191,4.0
3,2159,4.0
3,2173,5.0
3,2130,3.0
3,2147,4.0
3,2103,5.0
3,2114,5.0
3,2044,4.0
3,2093,1.0
3,1961,5.0
3,1973,5.0
3,1916,5.0
3,1919,4.0
3,1881,4.0
3,1913,4.0
3,2397,3.0
3,2380,5.0
3,2340,5.0
3,2338,4.0
3,2329,1.0
3,2328,2.0
3,2305,5.0
3,2301,5.0
3,2296,3.0
3,2261,3.0
3,2248,5.0
3,2241,5.0
3,2239,4.0
3,2235,5.0
3,2232,5.0
3,2218,1.0
3,1662,5.0
3,1665,4.0
3,1669,5.0
3,1670,3.0
3,1651,5.0
3,1654,4.0
3,1656,5.0
3,1660,5.0
3,1641,4.0
3,1645,5.0
3,1646,5.0
3,1647,5.0
3,1615,3.0
3,1624,5.0
3,1638,5.0
3,1640,5.0
3,1794,5.0
3,1789,3.0
4,122,4.0
4,129,4.0
4,37,4.0
4,96,4.0
4,2,4.0
4,341,4.0
4,389,4.0
4,328,4.0
4,331,4.0
4,309,3.5
4,321,4.0
4,203,3.5
4,249,4.5
4,1359,4.0
4,1390,4.0
4,1393,4.5
4,1486,4.5
4,1131,3.5
4,1199,4.5
4,1234,3.5
4,1336,4.0
4,1641,5.0
4,1798,4.0
4,1815,4.0
4,1866,3.5
4,1523,4.0
4,1530,4.0
4,1559,3.5
4,1585,1.5
4,652,3.5
4,529,5.0
4,724,3.5
4,695,2.5
4,519,4.0
4,447,4.5
4,527,4.0
4,521,3.5
4,1001,4.0
4,977,2.5
4,1120,5.0
4,1060,4.0
4,826,4.0
4,740,4.0
4,951,3.0
4,839,5.0
4,2407,3.5
4,2506,3.5
4,2553,3.5
4,2719,4.0
4,3002,3.5
4,6307,4.0
4,6308,4.0
4,6535,4.5
4,6152,4.0
4,6178,4.5
4,6207,4.0
4,6296,4.5
4,4767,2.5
4,4671,4.0
4,5405,4.0
4,4884,4.0
4,4517,3.5
4,4422,4.0
4,4610,4.0
4,4608,4.0
4,5987,4.5
4,5983,4.5
4,6132,5.0
4,5989,3.5
4,5480,3.5
4,5423,4.0
4,5491,4.0
4,5485,4.5
4,3698,3.5
4,3847,3.0
4,3420,3.5
4,3511,4.5
4,3226,4.5
4,3419,3.5
4,3219,4.0
4,3223,3.5
4,4266,4.5
4,4325,3.0
4,4151,4.0
4,4259,3.5
4,4055,4.5
4,4085,4.5
4,3873,4.5
4,4034,3.5
4,2340,3.5
4,2218,3.5
4,2212,3.5
4,2164,4.0
4,2156,4.5
4,2147,4.0
4,2004,3.5
4,1934,4.0
4,3215,4.0
4,3156,3.5
4,3113,4.5
5,101,4.0
5,724,4.0
5,961,5.0
5,1004,4.5
5,1013,4.5
5,137,2.0
5,152,2.0
5,263,5.0
5,528,4.0
5,5538,3.0
5,5485,4.0
5,5584,4.5
5,2180,3.0
5,2211,4.5
5,2129,2.0
5,2154,4.0
5,2506,4.0
5,2645,3.5
5,2318,3.0
5,2453,1.0
5,3858,1.5
5,4395,5.0
5,3000,1.5
5,3644,1.5
5,5127,4.0
5,5399,3.5
5,4991,3.0
5,5026,5.0
5,1303,2.0
5,1102,2.0
5,1039,4.5
5,1030,4.5
5,1473,3.0
5,1449,0.5
5,1374,2.0
5,1340,2.0
5,1728,4.0
5,1632,4.0
5,1581,4.0
5,1563,3.0
5,2062,1.0
5,2026,4.0
5,2025,3.0
5,2004,3.5
6,174,2.0
6,183,3.0
6,122,4.0
6,130,4.0
6,100,5.0
6,102,4.0
6,38,4.0
6,96,3.0
6,30,3.0
6,32,4.0
6,9,3.0
6,20,3.0
6,0,3.0
6,447,3.0
6,427,4.0
6,344,4.0
6,341,3.0
6,331,3.0
6,328,3.0
6,322,3.0
6,321,3.0
6,320,3.0
6,310,3.0
6,298,3.0
6,294,3.0
6,284,5.0
6,282,2.0
6,244,3.0
6,232,5.0
6,483,3.0
6,478,4.0
6,494,4.0
6,485,4.0
6,522,3.0
6,521,4.0
6,524,3.0
6,523,4.0
6,527,3.0
6,1140,5.0
6,1132,3.0
6,1143,1.0
6,1114,4.0
6,1113,2.0
6,1116,3.0
6,1115,3.0
6,1097,3.0
6,1060,3.0
6,1112,3.0
6,1111,3.0
6,1042,4.0
6,1045,3.0
6,1051,3.0
6,1055,4.0
6,1024,3.0
6,1029,4.0
6,1032,3.0
6,1041,4.0
6,981,5.0
6,986,4.0
6,994,4.0
6,996,5.0
6,955,5.0
6,966,5.0
6,976,4.0
6,979,5.0
6,954,3.0
6,953,5.0
6,916,5.0
6,912,4.0
6,906,3.0
6,902,3.0
6,888,3.0
6,871,4.0
6,870,4.0
6,866,3.0
6,840,3.0
6,745,4.0
6,650,2.0
6,644,3.0
6,622,5.0
6,618,1.0
6,610,2.0
6,617,1.0
6,599,3.0
6,607,5.0
6,537,3.0
6,575,4.0
6,526,4.0
7,6357,3.5
7,6368,3.0
7,6380,3.0
7,6178,3.5
7,6288,3.5
7,6296,3.5
7,6320,2.0
7,6102,3.5
7,6132,4.5
7,6139,4.5
7,6158,4.5
7,5448,2.5
7,5538,4.5
7,5583,4.0
7,5584,3.0
7,5152,4.0
7,5127,4.0
7,5026,4.0
7,5020,3.5
7,4858,3.0
7,4855,5.0
7,4852,4.0
7,4611,3.0
7,4610,4.0
7,4417,3.5
7,4395,4.0
7,4259,3.0
7,4251,4.0
7,4239,4.0
7,4151,4.0
7,4139,4.5
7,3922,5.0
7,4103,3.5
7,3871,3.5
7,3873,3.5
7,3847,4.5
7,3856,4.0
7,3805,3.5
7,3812,3.5
7,3387,4.0
7,3512,2.5
7,3233,4.5
7,3367,5.0
7,3213,4.5
7,3220,3.5
7,3156,4.0
7,3199,4.0
7,406,4.5
7,321,4.0
7,470,2.0
7,466,3.5
7,254,2.0
7,232,3.5
7,284,5.0
7,266,4.0
7,661,3.5
7,550,4.0
7,953,3.5
7,695,5.0
7,487,5.0
7,472,5.0
7,525,4.5
7,522,4.0
7,981,4.0
7,1012,4.0
7,1013,4.0
7,45,5.0
7,43,2.5
7,100,4.0
7,48,5.0
7,31,5.0
7,2273,3.0
7,2248,3.5
7,2340,5.0
7,2288,4.5
7,2531,4.5
7,2374,4.0
7,3127,3.5
7,2860,5.0
7,2004,5.0
7,1933,3.5
7,2173,3.5
7,2062,5.0
7,2218,2.5
7,2212,4.5
7,2241,3.5
7,2235,4.5
7,1590,4.0
7,1660,3.0
7,1697,3.0
7,1744,4.5
7,1821,4.5
7,1839,4.0
7,1843,5.0
7,1864,3.5
7,1288,3.5
7,1294,5.0
7,1331,4.0
7,1352,4.0
7,1379,3.0
7,1390,5.0
7,1449,3.5
7,1523,5.0
7,1102,0.5
7,1055,3.5
7,1045,4.0
7,1024,4.0
7,1239,3.0
7,1209,4.0
7,1131,3.0
7,1125,4.0
7,975,4.0
7,966,4.0
7,955,4.0
7,954,4.0
7,1019,3.0
8,0,4.0
8,34,5.0
8,45,3.0
8,16,4.0
8,25,3.0
8,461,4.0
8,472,5.0
8,284,4.0
8,444,4.0
8,535,5.0
8,615,2.0
8,478,5.0
8,525,4.0
8,1101,4.0
8,1102,4.0
8,857,5.0
8,936,3.0
8,1352,4.0
8,1336,5.0
8,1393,5.0
8,1359,3.0
8,1231,2.0
8,1146,3.0
8,1334,4.0
8,1257,4.0
8,1798,3.0
8,1794,3.0
8,1813,4.0
8,1801,4.0
8,1685,4.0
8,1590,4.0
8,1777,4.0
8,1698,4.0
8,1936,2.0
8,1992,3.0
8,2003,4.0
8,2035,2.0
8,1815,2.0
8,1821,4.0
8,1901,4.0
8,1906,4.0
8,2062,5.0
8,2103,3.0
8,2212,4.0
8,2287,4.0
9,2414,3.0
9,2425,4.0
9,2264,3.0
9,2272,3.0
9,2273,4.0
9,2309,3.0
9,2318,4.0
9,2333,2.0
9,2348,5.0
9,2405,2.0
9,48,5.0
9,131,4.0
9,284,4.0
9,309,3.0
9,953,4.0
9,904,4.0
9,891,2.0
9,880,3.0
9,840,3.0
9,616,4.0
9,524,3.0
9,310,4.0
9,1102,5.0
9,1045,4.0
9,994,4.0
9,976,3.0
9,966,4.0
9,957,4.0
9,955,4.0
9,954,4.0
9,1358,5.0
9,1458,2.0
9,1343,3.0
9,1352,4.0
9,1208,3.0
9,1282,5.0
9,1155,4.0
9,1181,3.0
9,2062,5.0
9,2263,5.0
9,1920,2.0
9,2035,4.0
9,1855,5.0
9,1916,4.0
9,1486,5.0
9,1668,3.0
10,48,5.0
10,65,1.0
10,114,4.0
10,148,3.0
10,266,5.0
10,642,4.5
10,2730,3.0
10,2212,3.0
10,4718,5.0
10,4259,3.0
10,6539,5.0
10,5830,5.0
10,6901,4.5
10,6635,4.0
10,744,5.0
10,649,3.5
10,958,5.0
10,831,4.5
10,1481,3.0
10,1143,5.0
10,2079,4.5
10,1603,3.5
10,7956,4.0
10,8112,4.0
10,7951,4.5
10,7953,4.5
10,8405,5.0
10,8454,5.0
10,8147,4.0
10,8182,4.0
10,7575,4.0
10,7619,4.5
10,7323,3.5
10,7525,4.5
10,7659,3.5
10,7843,4.0
10,7642,3.0
10,7651,4.0
11,3074,1.0
11,3072,2.0
11,3089,5.0
11,3088,3.0
11,3091,5.0
11,3090,3.0
11,3095,2.0
11,3093,2.0
11,3100,5.0
11,3097,3.0
11,3105,2.0
11,971,5.0
11,954,1.0
11,868,3.0
11,836,2.0
11,1048,1.0
11,990,5.0
11,985,2.0
11,976,5.0
11,535,2.0
11,482,3.0
11,474,1.0
11,225,3.0
11,832,1.0
11,618,3.0
11,617,4.0
11,576,1.0
11,2553,3.0
11,2556,2.0
11,2643,4.0
11,2661,1.0
11,2135,2.0
11,2374,4.0
11,2530,2.0
11,2532,1.0
11,1785,2.0
11,1866,2.0
11,1967,4.0
11,2026,1.0
11,1114,1.0
11,1125,4.0
11,1303,2.0
11,1367,3.0
11,3060,2.0
11,3058,5.0
11,3062,4.0
11,3061,2.0
11,3037,1.0
11,3036,4.0
11,3045,3.0
11,3039,3.0
11,3031,1.0
11,3022,2.0
11,3034,3.0
11,3033,5.0
11,2773,4.0
11,2719,4.0
11,3018,2.0
11,3016,3.0
11,4499,4.0
11,3104,3.0
12,249,4.0
12,266,3.5
12,284,4.5
12,3698,3.5
12,3801,4.5
12,3421,4.5
12,3427,2.5
12,4417,4.0
12,4610,4.5
12,3805,3.5
12,3871,4.5
12,6746,3.5
12,6916,4.5
12,5127,4.0
12,5173,4.5
12,7556,4.0
12,7670,4.5
12,7113,4.5
12,7269,4.0
12,2062,3.0
12,1866,4.0
12,1523,4.0
12,1481,3.0
12,2248,3.0
12,2212,3.0
12,2211,4.0
12,2063,3.5
12,2531,4.0
12,2506,3.0
12,2340,3.0
12,2334,3.0
12,3419,4.0
12,2894,3.0
12,2709,3.5
12,2611,3.5
12,8018,3.0
12,7842,4.5
12,45,2.5
12,100,4.0
12,0,5.0
12,1019,2.5
12,1013,4.0
12,831,3.0
12,740,3.5
12,735,4.0
12,523,4.0
12,520,3.0
12,475,4.0
12,472,4.0
12,470,3.5
12,427,3.0
12,326,4.5
12,321,5.0
13,2552,5.0
13,2681,3.0
13,2893,3.0
13,3000,4.0
13,3190,3.0
13,3192,4.0
13,953,4.0
13,526,1.0
13,1599,3.0
13,1359,3.0
13,1904,3.0
13,1866,2.0
13,2147,2.0
13,2103,3.0
13,2177,2.0
13,2173,3.0
13,2291,2.0
13,2181,3.0
13,2538,2.0
13,2506,4.0
14,7803,4.0
14,7801,5.0
14,7799,1.5
14,7790,1.0
14,7785,1.5
14,7775,4.0
14,7769,4.0
14,7751,1.0
14,7824,0.5
14,7822,1.0
14,7821,0.5
14,7818,1.5
14,7817,4.0
14,7812,0.5
14,7811,3.5
14,7808,2.5
14,7844,1.0
14,7845,3.5
14,7842,3.0
14,7843,2.5
14,7834,2.5
14,7837,2.0
14,7827,1.0
14,7828,4.5
14,7888,5.0
14,7890,3.0
14,7881,3.0
14,7887,1.5
14,7862,0.5
14,7872,1.5
14,7851,1.5
14,7856,4.5
14,7919,4.0
14,7915,0.5
14,7922,2.5
14,7921,3.5
14,7904,3.5
14,7897,1.0
14,7913,4.5
14,7905,2.5
14,7952,1.0
14,7951,0.5
14,7954,2.0
14,7953,3.0
14,7927,1.5
14,7923,3.0
14,7930,0.5
14,7929,1.0
14,7968,3.0
14,7969,3.0
14,7990,1.5
14,7996,2.5
14,7955,1.0
14,7961,2.5
14,7962,4.5
14,7963,4.0
14,8031,2.5
14,8033,3.5
14,8038,1.0
14,8039,1.0
14,8017,1.0
14,8018,1.0
14,8023,3.0
14,8028,2.0
14,7327,1.5
14,7323,3.5
14,7307,2.5
14,7302,2.5
14,7349,1.0
14,7339,2.0
14,7338,3.0
14,7328,2.5
14,7382,1.0
14,7377,1.5
14,7365,2.5
14,7362,2.0
14,7459,0.5
14,7428,3.5
14,7414,1.0
14,7412,4.0
14,7481,0.5
14,7501,2.0
14,7469,4.0
14,7480,1.5
14,7510,3.0
14,7512,2.5
14,7503,4.0
14,7508,3.0
14,7526,1.0
14,7547,3.0
14,7520,2.5
14,7525,4.0
14,7559,4.5
14,7573,2.5
14,7555,3.0
14,7556,2.0
14,7580,2.5
14,7575,5.0
14,7587,1.5
14,7583,2.5
14,7599,0.5
14,7591,1.0
14,7609,1.0
14,7600,1.5
14,7618,2.0
14,7611,3.0
14,7640,2.5
14,7619,4.0
14,7651,3.0
14,7642,4.0
14,7653,3.5
14,7652,3.0
14,7661,1.0
14,7664,3.0
14,7670,2.0
14,7671,3.0
14,7672,1.0
14,7675,3.0
14,7692,3.0
14,7700,0.5
14,7708,1.0
14,7709,3.5
14,7713,1.0
14,7721,0.5
14,7723,4.0
14,7729,3.0
14,7736,2.5
14,7737,2.5
14,6984,1.0
14,6991,3.5
14,6981,1.0
14,6982,1.0
14,6979,3.0
14,6980,4.5
14,6973,1.5
14,6978,0.5
14,6959,1.0
14,6966,3.5
14,6947,2.5
14,6955,3.5
14,6937,4.0
14,6944,4.5
14,6916,4.5
14,6929,1.5
14,7122,1.5
14,7120,1.0
14,7114,2.0
14,7092,3.0
14,7077,2.0
14,7076,3.5
14,7075,0.5
14,7062,4.5
14,7060,3.5
14,7055,3.5
14,7038,2.0
14,7032,1.0
14,7022,2.0
14,7017,1.0
14,7009,3.5
14,7004,4.0
14,7204,4.0
14,7209,3.0
14,7210,4.0
14,7213,3.5
14,7184,1.5
14,7185,1.5
14,7196,3.5
14,7198,1.5
14,7164,1.0
14,7174,1.5
14,7176,3.0
14,7183,0.5
14,7150,4.5
14,7154,0.5
14,7159,3.0
14,7160,1.5
14,7286,5.0
14,7257,3.0
14,7289,4.5
14,7287,3.5
14,7251,0.5
14,7250,1.0
14,7256,4.0
14,7253,4.5
14,7236,2.0
14,7226,3.0
14,7249,2.0
14,7242,1.0
14,7216,1.0
14,7215,2.0
14,7225,4.0
14,7218,4.5
14,6477,2.0
14,6478,3.5
14,6466,1.0
14,6468,2.0
14,6519,2.5
14,6521,0.5
14,6480,3.5
14,6505,1.5
14,6441,1.5
14,6443,1.5
14,6436,0.5
14,6439,4.0
14,6453,3.0
14,6461,0.5
14,6444,2.0
14,6446,0.5
14,6634,4.5
14,6628,3.5
14,6627,3.5
14,6576,2.5
14,6668,1.5
14,6654,2.0
14,6652,5.0
14,6643,1.5
14,6539,3.0
14,6536,1.5
14,6535,4.0
14,6523,1.0
14,6573,2.5
14,6571,4.0
14,6556,4.0
14,6555,4.0
14,6733,4.0
14,6735,2.0
14,6743,1.0
14,6746,2.5
14,6750,4.5
14,6753,3.5
14,6766,4.5
14,6787,1.0
14,6672,1.5
14,6682,2.0
14,6691,1.5
14,6700,3.5
14,6714,3.5
14,6719,1.5
14,6727,2.5
14,6730,3.0
14,6855,3.0
14,6849,4.0
14,6873,1.5
14,6856,1.0
14,6883,1.5
14,6882,4.0
14,6901,1.5
14,6890,1.0
14,6796,3.5
14,6793,1.0
14,6816,2.0
14,6803,2.5
14,6821,2.5
14,6820,2.0
14,6848,2.0
14,6840,1.0
14,9099,1.0
14,9100,2.5
14,9103,1.0
14,9104,2.0
14,9095,2.0
14,9096,1.0
14,9097,4.0
14,9098,0.5
14,9105,4.0
14,9111,0.5
14,9069,1.5
14,9068,2.0
14,9078,1.0
14,9070,3.0
14,9052,3.5
14,9051,3.0
14,9067,0.5
14,9053,4.0
14,9088,3.5
14,9087,1.5
14,9093,1.0
14,9090,3.5
14,9082,3.5
14,9081,0.5
14,9085,2.0
14,9084,1.5
14,8786,3.0
14,8787,3.0
14,8788,0.5
14,8789,1.0
14,8790,3.0
14,8791,2.5
14,8809,1.0
14,8824,2.5
14,8844,1.5
14,8851,2.0
14,8852,0.5
14,8855,2.0
14,8858,2.0
14,8864,3.0
14,8871,0.5
14,8878,3.0
14,8720,0.5
14,8719,0.5
14,8731,1.0
14,8724,4.5
14,8738,3.5
14,8737,4.0
14,8763,2.0
14,8751,1.5
14,8768,1.5
14,8764,1.5
14,8777,3.0
14,8772,3.0
14,8782,1.0
14,8778,4.5
14,8785,3.0
14,8783,3.5
14,8963,3.5
14,8964,2.0
14,8958,2.5
14,8962,3.0
14,8972,4.0
14,8974,2.5
14,8966,2.5
14,8968,4.0
14,9010,3.0
14,9016,2.5
14,8992,0.5
14,9009,3.5
14,9034,3.5
14,9046,3.5
14,9028,1.0
14,9029,3.0
14,8906,4.5
14,8902,3.5
14,8888,3.0
14,8884,3.0
14,8919,1.0
14,8914,0.5
14,8911,1.0
14,8907,4.0
14,8935,1.5
14,8930,3.0
14,8925,3.0
14,8924,3.0
14,8948,1.0
14,8947,3.0
14,8944,3.5
14,8943,3.0
14,8552,0.5
14,8550,4.0
14,8566,1.0
14,8560,0.5
14,8539,1.5
14,8536,3.5
14,8544,3.0
14,8540,2.5
14,8518,1.0
14,8517,1.5
14,8534,1.0
14,8526,0.5
14,8500,0.5
14,8499,2.0
14,8513,1.0
14,8509,0.5
14,8470,4.5
14,8478,0.5
14,8480,4.0
14,8491,4.5
14,8446,3.5
14,8455,2.0
14,8463,3.5
14,8468,1.5
14,8407,4.0
14,8424,3.5
14,8439,2.0
14,8441,1.0
14,8384,1.0
14,8387,3.0
14,8402,3.0
14,8405,3.5
14,8718,0.5
14,8711,1.0
14,8705,3.5
14,8701,1.5
14,8700,5.0
14,8698,3.5
14,8691,4.0
14,8678,4.0
14,8670,1.0
14,8659,1.0
14,8651,0.5
14,8650,2.0
14,8649,0.5
14,8641,1.5
14,8637,4.5
14,8633,1.0
14,8623,4.5
14,8626,4.0
14,8614,3.5
14,8622,1.5
14,8607,2.5
14,8609,2.0
14,8597,4.5
14,8606,3.5
14,8590,4.5
14,8596,4.5
14,8583,4.0
14,8585,4.0
14,8581,1.0
14,8582,3.5
14,8569,2.0
14,8577,2.5
14,8180,3.0
14,8178,2.5
14,8188,0.5
14,8182,2.5
14,8211,0.5
14,8191,0.5
14,8220,1.0
14,8217,3.0
14,8123,3.5
14,8115,2.0
14,8135,2.5
14,8131,1.5
14,8157,2.5
14,8139,2.5
14,8175,3.5
14,8160,3.5
14,8071,1.0
14,8073,0.5
14,8078,1.5
14,8083,0.5
14,8089,3.5
14,8091,1.0
14,8104,1.5
14,8112,3.0
14,8046,1.0
14,8050,4.0
14,8051,2.5
14,8052,1.5
14,8054,1.5
14,8055,1.5
14,8061,1.0
14,8065,1.0
14,8345,0.5
14,8343,5.0
14,8336,2.5
14,8332,1.0
14,8382,3.5
14,8369,1.5
14,8352,1.0
14,8346,1.0
14,8308,1.5
14,8303,1.0
14,8301,3.5
14,8292,3.0
14,8331,0.5
14,8329,2.5
14,8318,3.0
14,8309,2.0
14,8277,4.0
14,8278,1.5
14,8269,1.0
14,8274,3.0
14,8284,3.0
14,8287,0.5
14,8279,3.0
14,8280,1.0
14,8229,1.0
14,8238,2.5
14,8225,3.5
14,8226,1.5
14,8259,0.5
14,8268,2.5
14,8249,4.0
14,8257,2.0
14,173,2.0
14,174,1.5
14,163,2.0
14,170,1.0
14,189,4.5
14,190,1.0
14,184,1.5
14,188,2.0
14,144,3.0
14,149,2.5
14,142,2.0
14,143,4.0
14,155,4.0
14,159,3.0
14,151,1.0
14,154,4.0
14,225,2.0
14,224,2.0
14,219,2.0
14,218,5.0
14,262,1.0
14,258,2.0
14,237,1.0
14,232,5.0
14,203,3.5
14,202,1.0
14,198,1.0
14,196,4.0
14,209,3.5
14,207,4.0
14,205,4.0
14,204,4.0
14,45,5.0
14,48,5.0
14,49,2.5
14,58,2.0
14,65,0.5
14,76,5.0
14,86,3.0
14,87,1.5
14,20,4.5
14,21,2.5
14,24,3.0
14,31,4.0
14,32,3.0
14,34,1.0
14,37,2.5
14,42,3.0
14,128,5.0
14,124,3.5
14,132,1.0
14,129,3.0
14,139,0.5
14,136,2.0
14,141,4.0
14,140,3.0
14,96,1.0
14,93,4.0
14,100,3.0
14,98,2.0
14,102,2.5
14,101,5.0
14,113,3.5
14,111,4.0
14,18,1.0
14,16,3.0
14,15,3.5
14,13,2.5
14,10,2.5
14,9,3.0
14,5,4.0
14,4,4.5
14,1,2.0
14,0,2.0
14,659,4.5
14,658,1.0
14,656,5.0
14,655,3.0
14,692,4.0
14,679,2.0
14,675,1.0
14,660,3.5
14,724,5.0
14,720,5.0
14,699,4.0
14,695,5.0
14,731,2.5
14,730,4.0
14,729,5.0
14,725,5.0
14,734,4.0
14,735,1.5
14,732,4.0
14,733,5.0
14,741,3.5
14,743,1.0
14,737,1.0
14,740,3.0
14,746,3.0
14,751,1.0
14,744,5.0
14,745,5.0
14,824,2.0
14,839,2.0
14,773,3.0
14,802,4.0
14,521,0.5
14,520,1.0
14,523,3.0
14,522,4.0
14,525,5.0
14,524,4.0
14,529,2.5
14,526,2.5
14,537,3.0
14,535,5.0
14,560,1.5
14,550,2.5
14,569,2.0
14,561,4.0
14,577,3.0
14,571,3.0
14,580,2.0
14,599,3.0
14,607,3.0
14,610,2.0
14,615,3.5
14,617,1.0
14,622,3.0
14,625,2.5
14,626,4.0
14,635,2.0
14,642,4.0
14,644,2.5
14,648,2.5
14,649,3.0
14,650,0.5
14,652,1.5
14,419,3.0
14,414,2.5
14,406,5.0
14,403,3.0
14,391,1.0
14,390,4.0
14,389,2.5
14,384,1.0
14,454,1.5
14,447,3.0
14,441,4.0
14,432,0.5
14,430,1.0
14,428,3.0
14,427,3.0
14,422,3.0
14,484,1.5
14,485,5.0
14,479,3.0
14,483,2.0
14,470,2.5
14,472,4.0
14,455,2.0
14,466,3.5
14,512,3.0
14,519,2.0
14,499,3.5
14,503,3.0
14,494,2.0
14,498,4.0
14,487,3.0
14,492,5.0
14,276,4.0
14,275,4.0
14,283,1.0
14,282,3.0
14,266,5.0
14,263,5.0
14,274,5.0
14,268,4.0
14,307,3.0
