movieId,actorId
126,2617
126,7587
126,1559
127,1216
127,772
127,10312
127,960
128,3713
128,6138
128,3604
128,10875
129,603
129,1241
129,14
129,16
130,1070
130,1186
130,1323
130,910
131,908
131,1238
131,3851
131,5638
132,664
132,78
132,645
132,1439
133,23
133,2215
133,1048
133,2216
134,2095
134,1236
134,1078
134,4033
135,160
135,6326
135,6325
135,6324
136,1779
136,4313
136,4569
136,1772
137,9951
137,3182
137,7051
137,12028
138,311
138,3856
138,383
138,108
139,2952
139,116
139,4273
139,2072
140,1367
140,71
140,2962
140,2388
141,14580
141,14581
141,8700
141,10305
142,912
142,2567
142,4455
142,914
143,545
143,932
143,911
143,1367
144,26
144,668
144,3548
144,1684
145,3522
145,6571
145,12188
145,464
146,1593
146,3673
146,4432
146,2132
147,230
147,3388
147,369
147,5009
148,3719
148,1920
148,3766
148,3765
149,2662
149,4757
149,2103
149,3698
150,700
150,6121
150,1541
150,8933
151,967
151,1595
151,4341
151,627
152,276
152,3473
152,7628
152,4495
153,7890
153,451
153,681
153,2950
154,7239
154,11597
154,7240
154,7241
155,272
155,9426
155,4125
155,666
156,7094
156,7093
156,3874
156,633
157,2987
157,8714
157,9154
157,3839
158,1440
158,12349
158,8364
158,4757
159,3917
159,2651
159,4526
159,1138
160,6500
160,7158
160,6498
160,12937
161,10646
161,9945
161,13740
161,12967
162,3604
162,14521
162,4818
162,2087
163,3776
163,1716
163,3791
163,3792
164,960
164,944
164,8764
164,378
165,2026
165,12363
165,7129
165,1842
166,1238
166,1743
166,2819
166,2966
167,3762
167,115
167,992
167,2721
168,378
168,14665
168,3097
168,1093
169,991
169,896
169,28
169,7961
170,3933
170,2562
170,1657
170,790
171,1271
171,6327
171,2509
171,311
172,368
172,896
172,1529
172,1268
173,206
173,61
173,647
173,680
174,1415
174,2224
174,931
174,932
175,23
175,6350
175,4968
175,1420
176,5193
176,182
176,12024
176,4086
177,226
177,14875
177,355
177,1263
178,2580
178,1559
178,3901
178,5967
179,1467
179,226
179,2076
179,2477
180,4545
180,4691
180,1452
180,2491
181,449
181,6519
181,383
181,1902
182,7131
182,6325
182,1033
182,15117
183,5751
183,1397
183,1043
183,1595
184,392
184,6481
184,993
184,7531
185,5372
185,2074
185,1613
185,2927
186,4308
186,1080
186,1539
186,2017
187,9490
187,3162
187,12907
187,9489
188,476
188,11053
188,11713
188,336
189,176
189,346
189,175
189,177
190,2603
190,1807
190,3962
190,4227
191,1444
191,4426
191,4526
191,4558
192,704
192,8364
192,3762
192,2347
193,1263
193,3851
193,6537
193,6538
194,4929
194,9269
194,4931
194,10746
195,9983
195,1642
195,2234
195,1440
196,3964
196,4523
196,4524
196,4525
197,4066
197,1610
197,893
197,36
198,986
198,6994
198,991
198,1662
199,2477
199,600
199,639
199,4231
200,1614
200,5337
200,3795
200,57
201,680
201,2332
201,3099
201,7960
202,2377
202,105
202,5397
202,1992
203,78
203,1344
203,1981
203,5483
204,472
204,7932
204,14792
204,15388
205,7459
205,11399
205,4116
205,11400
206,7892
206,224
206,4611
206,2880
207,159
207,778
207,36
207,1236
208,1382
208,303
208,3450
208,2085
209,7957
209,4770
209,951
209,1904
210,3698
210,3033
210,3994
210,6640
211,9635
211,10187
211,7702
211,2736
212,1261
212,1444
212,8996
212,4554
213,668
213,3795
213,2017
213,1743
214,3433
214,4834
214,561
214,5842
215,15192
215,12338
215,15193
215,15194
216,6219
216,15243
216,14306
216,11551
217,6211
217,12220
217,2785
217,7462
218,14229
218,11357
218,11671
218,11670
219,76
219,3256
219,3258
219,3257
220,3068
220,7190
220,6057
220,127
221,7030
221,28
221,561
221,1635
222,15260
222,15261
222,4248
222,6309
223,2605
223,5791
223,9331
223,1668
224,4536
224,1694
224,1382
224,152
225,148
225,102
225,662
225,14688
226,4308
226,2730
226,2107
226,500
227,4314
227,549
227,9563
227,9068
228,2079
228,1752
228,157
228,328
229,230
229,855
229,7152
229,218
230,4340
230,4615
230,3095
230,2437
231,853
231,3484
231,2277
231,668
232,4
232,1
232,2
232,3
233,1342
233,558
233,4235
233,3594
234,9629
234,6284
234,3327
234,5477
235,12455
235,10926
235,13965
235,13964
236,1283
236,5371
236,7038
236,4254
237,12051
237,13668
237,8837
237,4871
238,102
238,3885
238,3388
238,1137
239,12067
239,4467
239,8168
239,2547
240,910
240,2938
240,250
240,4086
241,12229
241,6789
241,3460
241,10702
242,1638
242,155
242,1609
242,6701
243,1186
243,2221
243,2537
243,1219
244,3357
244,3745
244,2584
244,3369
245,2577
245,121
245,401
245,1094
246,6890
246,8048
246,4991
246,6745
247,7317
247,4782
247,5082
247,8165
248,7104
248,85
248,5039
248,7156
249,11
249,5337
249,4426
249,1262
250,2721
250,1631
250,159
250,912
251,5373
251,180
251,11560
251,14483
252,662
252,28
252,1241
252,1593
253,1030
253,1464
253,26
253,5039
254,312
254,4115
254,1070
254,4114
255,11373
255,6090
255,3773
255,365
256,4098
256,3031
256,12061
256,6580
257,374
257,9270
257,5760
257,1334
258,7307
258,932
258,931
258,933
259,917
259,1340
259,940
259,4455
260,1788
260,1787
260,1789
260,1786
261,6183
261,1093
261,6571
261,4644
262,1200
262,3098
262,70
262,580
263,303
263,28
263,162
263,304
264,917
264,1455
264,206
264,2110
265,6017
265,2900
265,4541
265,1467
266,910
266,2074
266,2685
266,668
267,79
267,3724
267,7691
267,1073
268,383
268,2932
268,1415
268,6669
269,3413
269,14514
269,2611
269,913
270,1744
270,1626
270,4130
270,1526
271,1559
271,71
271,282
271,1185
272,690
272,7699
272,378
272,2180
273,3502
273,3926
273,107
273,1458
274,418
274,419
274,420
274,417
275,343
275,341
275,342
275,340
276,348
276,347
276,346
276,345
277,13489
277,13542
278,374
278,1767
278,4992
278,7931
279,1049
279,9974
279,2156
279,7466
280,15126
280,12472
280,14824
280,11956
281,3473
281,1206
281,1185
281,161
282,1698
282,12696
282,2964
282,4429
283,2875
283,4074
283,240
283,4859
284,152
284,1629
284,1103
284,70
285,3605
285,4660
285,885
285,597
286,118
286,4675
286,9742
286,7389
287,7873
287,8665
287,8663
287,8664
288,580
288,2683
288,338
288,6047
289,2823
289,282
289,3300
289,10355
290,5894
290,7769
290,10503
290,5637
291,3270
291,8957
291,194
291,11992
292,4341
292,1001
292,398
292,3295
293,5249
293,2184
293,1629
293,575
294,700
294,14165
294,701
294,702
295,14712
295,10178
295,6840
295,3386
296,1368
296,1978
296,6490
296,3888
297,4087
297,7612
297,520
297,7196
298,7368
298,5755
298,7629
298,1562
299,7231
299,2052
299,6966
299,10898
300,3355
300,273
300,4903
300,1928
301,5332
301,1091
301,10314
301,7753
302,722
302,1559
302,931
302,36
303,1367
303,7186
303,1613
303,282
304,3776
304,1928
304,2097
304,313
305,392
305,46
305,6560
305,9157
306,4690
306,12200
306,12199
306,9832
307,883
307,879
307,882
307,881
308,5973
308,8509
308,5795
308,11621
309,78
309,5215
309,179
309,3107
310,11470
310,4978
310,165
310,410
311,2478
311,1671
311,8706
311,2516
312,2274
312,2080
312,960
312,1416
313,2110
313,1906
313,874
313,548
314,2
314,1368
314,2374
314,4455
315,1104
315,645
315,7317
315,3762
316,2616
316,704
316,6812
316,5934
317,582
317,10998
317,504
317,3856
318,1840
318,2072
318,7299
318,7298
319,645
319,631
319,2751
319,1106
320,2070
320,2880
320,11
320,377
321,15
321,14
321,18
321,5738
322,960
322,1096
322,2454
322,2453
323,1549
323,1310
323,1237
323,7058
324,500
324,368
324,1038
324,2099
325,3710
325,1272
325,670
325,853
326,625
326,7379
326,3611
326,1259
327,13750
327,2320
327,837
327,2319
328,1249
328,6745
328,3266
328,2736
329,1595
329,2608
329,1636
329,12942
330,12221
330,1921
330,1337
330,5590
331,78
331,4257
331,375
331,2682
332,312
332,724
332,3535
332,1684
333,2377
333,6928
333,1928
333,1249
334,1865
334,2884
334,2885
334,2886
335,154
335,917
335,896
335,669
336,3790
336,4302
336,558
336,175
337,853
337,816
337,1661
337,4426
338,3066
338,6719
338,1098
338,2623
339,1104
339,2250
339,1603
339,1242
340,1325
340,2537
340,7106
340,1263
341,1595
341,1091
341,3776
341,816
342,669
342,1876
342,3547
342,4087
343,3261
343,5012
343,3222
343,4339
344,328
344,603
344,8764
344,2084
345,2180
345,1382
345,6812
345,394
346,3858
346,2964
346,354
346,153
347,1783
347,1529
347,71
347,392
348,855
348,1712
348,2079
348,9858
349,5603
349,3695
349,2184
349,6807
350,14508
350,14510
350,14509
350,13273
351,4129
351,3546
351,3740
351,4952
352,1223
352,1224
352,1221
352,1222
353,5332
353,2184
353,7751
353,8612
354,11776
354,11777
354,6748
355,4910
355,4382
355,7433
355,3261
356,179
356,7005
356,11308
356,180
357,3428
357,2965
357,2316
357,5791
358,276
358,611
358,4864
358,1259
359,1973
359,2099
359,6228
359,12569
360,2890
360,12157
360,6839
360,9628
361,1455
361,944
361,4910
361,317
362,14066
362,354
362,2694
362,558
363,272
363,7368
363,3962
363,3770
364,1241
364,11684
364,11685
364,8870
365,875
365,2880
365,830
365,335
366,104
366,5236
366,449
366,8364
367,1295
367,7903
367,4551
367,9119
368,12448
368,11743
368,11744
368,635
369,2876
369,4541
369,1471
369,2188
370,239
370,1225
370,1226
370,1228
371,4099
371,2580
371,21
371,2448
372,3885
372,104
372,6832
372,503
373,648
373,376
373,646
373,645
374,3881
374,463
374,500
374,4426
375,1186
375,645
375,6228
375,1577
376,1425
376,5834
376,5833
376,2540
377,1660
377,1539
377,622
377,603
378,2110
378,3718
378,3719
378,121
379,450
379,4428
379,3463
379,451
380,665
380,3178
380,1467
380,352
381,3417
381,1904
381,2624
381,1049
382,7064
382,905
382,3266
382,1772
383,3473
383,6566
383,2735
383,2747
384,224
384,12682
384,2548
384,3461
385,26
385,4396
385,4397
385,601
386,6890
386,1049
386,548
386,604
387,7307
387,5337
387,2072
387,771
388,311
388,247
388,906
388,14604
389,2085
389,2079
389,2332
389,3183
390,6650
390,13231
390,3474
390,27
391,3473
391,2477
391,3776
391,3369
392,38
392,15397
392,10851
393,58
393,1160
393,4550
393,2617
394,4495
394,1660
394,179
394,3858
395,11748
395,7918
395,194
395,8368
396,4813
396,102
396,2097
396,1207
397,1094
397,376
397,1635
397,1272
398,6585
398,8190
398,11843
398,5405
399,3802
399,1210
399,4086
399,3770
400,11287
400,4062
400,12193
400,13410
401,6106
401,2721
401,4114
401,4537
402,207
402,1425
402,7130
402,160
403,71
403,2389
403,2539
403,148
404,3765
404,3766
404,3767
404,3295
405,668
405,2480
405,8857
405,1271
406,2
406,378
406,645
406,1532
407,896
407,2772
407,3381
407,71
408,1831
408,107
408,1206
408,61
409,2623
409,1038
409,4280
409,2869
410,15121
410,15120
410,5298
410,14973
411,4958
411,5342
411,4658
411,1362
412,4230
412,4232
412,3499
412,796
413,645
413,5260
413,2093
413,1668
414,1725
414,3482
414,646
414,905
415,7892
415,619
415,7957
415,4824
416,6385
416,1012
416,3701
416,960
417,1325
417,602
417,13943
417,15138
418,9214
418,9213
418,11844
418,11845
419,152
419,2377
419,437
419,1030
420,500
420,9199
420,7
420,74
421,7890
421,6140
421,7417
421,3295
422,5337
422,3098
422,1723
422,69
423,14640
423,1752
423,14639
423,2694
424,3784
424,1091
424,11082
424,9298
425,2224
425,855
425,9321
425,3801
426,830
426,2478
426,1468
426,2221
427,1261
427,1260
427,1262
427,1259
428,2826
428,14906
428,14907
428,102
429,1743
429,346
429,1748
429,1747
430,3698
430,5004
430,561
430,199
431,1225
431,13499
431,5404
431,1243
432,357
432,5909
432,328
432,1177
433,9161
433,7694
433,9870
433,160
434,251
434,9660
434,7195
434,2221
435,2605
435,3548
435,4497
435,125
436,704
436,2225
436,835
436,2869
437,664
437,2458
437,2097
437,1831
438,7613
438,1603
438,7940
438,724
439,384
439,4575
439,899
439,2052
440,12179
440,3784
440,12164
440,7312
441,4545
441,1698
441,1467
441,1219
442,4353
442,6320
442,11871
442,11726
443,11239
443,11690
444,5085
444,1085
444,2600
444,12123
445,369
445,2468
445,1376
445,4850
446,84
446,826
446,3851
446,3762
447,635
447,18
447,156
447,1825
448,2580
448,7353
448,476
448,9271
449,4136
449,2547
449,137
449,4550
450,1705
450,796
450,3099
450,2616
451,46
451,3387
451,370
451,2153
452,7259
452,7260
452,14970
452,887
453,69
453,392
453,1260
453,7811
454,2358
454,1367
454,7530
454,14
455,1259
455,3842
455,2444
455,311
456,3956
456,6839
456,6842
456,6838
457,894
457,1128
457,1219
457,1310
458,6994
458,7983
458,7794
458,6776
459,3005
459,5236
459,9300
459,9683
460,117
460,1468
460,8972
460,580
461,1752
461,1137
461,14582
461,4087
462,157
462,6072
462,8067
462,503
463,230
463,2611
463,311
463,2477
464,874
464,1137
464,1249
464,670
465,6189
465,6188
465,6184
465,5260
466,625
466,1540
466,3455
466,375
467,4335
467,931
467,755
467,28
468,282
468,4988
468,7898
468,7899
469,3380
469,11498
469,1318
469,12285
470,8971
470,3290
470,3005
470,408
471,12849
471,5967
471,13949
471,11490
472,680
472,1070
472,1415
472,1662
473,7
473,548
473,3770
473,10940
474,680
474,2560
474,951
474,9726
475,2898
475,6971
475,8266
475,2510
476,4757
476,8435
476,2092
476,985
477,2605
477,1831
477,3178
477,313
478,9771
478,11488
478,14989
478,2463
479,6640
479,921
479,2375
479,449
480,1342
480,2626
480,116
480,8165
481,960
481,1259
481,1446
481,6385
482,835
482,407
482,2076
482,6994
483,1994
483,2882
483,2879
483,14
484,2900
484,1605
484,1185
484,2901
485,178
485,2
485,180
485,179
486,7897
486,3705
486,8780
486,7890
487,40
487,3795
487,7317
487,2734
488,159
488,26
488,335
488,932
489,123
489,4235
489,816
489,1467
490,178
490,4341
490,3695
490,600
491,1725
491,1192
491,773
491,1239
492,14737
492,2315
492,14145
492,14283
493,1661
493,4020
493,2109
493,793
494,3144
494,167
494,4314
494,2626
495,1725
495,3642
495,771
495,1440
496,1439
496,1698
496,603
496,3462
497,1342
497,2832
497,84
497,4495
498,662
498,1439
498,816
498,1236
499,7586
499,11204
499,13634
499,12348
500,2623
500,13411
500,12392
500,13409
501,4714
501,2894
501,12266
501,12396
502,7317
502,313
502,2962
502,3033
503,8348
503,8349
503,7694
503,5424
504,1156
504,11721
504,649
504,4605
505,3843
505,2901
505,319
505,4541
506,3573
506,699
506,5821
506,8457
507,4671
507,2274
507,4775
507,6826
508,12202
508,12988
508,12579
508,858
509,5367
509,4546
509,241
509,12158
510,9612
510,142
510,3567
510,128
511,13526
511,8683
511,13913
511,4840
512,4075
512,11516
512,11517
512,1234
513,8126
513,8125
513,8123
513,8124
514,12466
514,11587
514,6812
514,4805
515,128
515,3422
515,6070
515,2085
516,2378
516,920
516,14717
516,3677
517,5549
517,562
517,706
517,1403
518,5257
518,4291
518,3291
518,7154
519,2625
519,2623
519,2624
519,1210
520,226
520,704
520,992
520,991
521,635
521,3372
521,3373
521,3374
522,328
522,134
522,250
522,795
523,1684
523,1899
523,392
523,463
524,669
524,153
524,107
524,1106
525,312
525,12444
525,6585
525,14379
526,12868
526,1412
526,1411
526,1410
527,3249
527,8856
527,12308
527,3187
528,5447
528,8121
528,3017
528,1414
529,369
529,368
529,371
529,370
530,1944
530,1946
530,1846
530,1945
531,4929
531,6577
531,2131
531,1631
532,2017
532,4302
532,522
532,244
533,6642
533,3370
533,435
533,354
534,1424
534,3978
534,6407
534,1107
535,1074
535,1075
535,25
535,272
536,160
536,18
536,12211
536,2066
537,757
537,14382
537,9897
537,9898
538,1745
538,643
538,8701
538,7042
539,1237
539,879
539,3111
539,2730
540,11770
540,2444
540,11772
540,11771
541,725
541,488
541,5392
541,10269
542,3746
542,5724
542,4307
542,11931
543,7223
543,5521
543,6221
543,1761
544,5646
544,5645
544,4673
544,289
545,14267
545,12367
545,2168
545,3109
546,6994
546,5636
546,4540
546,6196
547,23
547,12694
547,4667
547,1526
548,9093
548,3431
548,2227
548,10158
549,6468
549,1720
549,2771
549,12682
550,369
550,116
550,1148
550,582
551,816
551,4858
551,806
551,4342
552,2458
552,10599
552,1846
552,1725
553,2516
553,9959
553,11457
553,3555
554,7470
554,12143
554,12934
554,8214
555,896
555,3266
555,9858
555,6174
556,3068
556,4280
556,8165
556,224
557,4141
557,4235
557,1373
557,4234
558,4328
558,1227
558,3390
558,1366
559,1992
559,2110
559,1626
559,1185
560,4270
560,5792
560,1382
560,1367
561,3296
561,1283
561,148
561,2312
562,15
562,2076
562,4987
562,70
563,694
563,5255
563,534
563,6308
564,1287
564,1529
564,2580
564,627
565,704
565,2079
565,4972
565,335
566,3264
566,3306
566,5865
566,5734
567,875
567,1096
567,5527
567,6715
568,6628
568,3379
568,119
568,2908
569,4316
569,7151
569,7479
569,8729
570,5766
570,5223
570,6411
570,2110
571,6444
571,8514
571,8515
571,8516
572,4550
572,8439
572,2178
572,4259
573,6300
573,6299
573,6301
573,3011
574,3009
574,3010
574,3007
574,3008
575,5108
575,5107
575,5106
575,5105
576,1227
576,15418
576,1141
576,4531
577,6790
577,6359
577,1586
577,5044
578,268
578,12412
578,4370
578,4426
579,5596
579,966
579,11270
579,1080
580,2999
580,3746
580,5208
580,4049
581,4583
581,3906
581,3713
581,4240
582,6640
582,5120
582,6847
582,2564
583,3605
583,1259
583,4308
583,10177
584,2616
584,599
584,1468
584,2891
585,214
585,6215
585,2712
585,2050
586,1116
586,5175
586,3770
586,8435
587,1498
587,3428
587,1629
587,2872
588,1211
588,5946
588,2901
588,7435
589,1444
589,1705
589,671
589,1424
590,40
590,14694
590,2944
590,10651
591,1595
591,1720
591,3856
591,1767
592,6094
592,5626
592,13622
592,13623
593,3495
593,12767
593,1992
593,12167
594,1268
594,918
594,2558
594,2557
595,1614
595,558
595,163
595,1253
596,2335
596,3261
596,503
596,7175
597,9038
597,879
597,880
597,12101
598,500
598,5039
598,2110
598,61
599,58
599,56
599,4326
599,4302
600,6573
600,2567
600,7436
600,8606
601,224
601,4467
601,2624
601,4732
602,46
602,7195
602,11696
602,246
603,796
603,3317
603,319
603,36
604,340
604,5371
604,4633
604,3334
605,4994
605,303
605,7737
605,7880
606,13032
606,12424
606,449
606,669
608,12855
608,12720
609,10774
609,10495
609,10659
609,10414
610,3624
610,3944
610,2143
610,256
611,668
611,5656
611,1261
611,4309
612,1185
612,1928
612,522
612,6669
613,4141
613,2583
613,11504
613,1085
614,5236
614,4321
614,1831
614,1613
615,853
615,230
615,85
615,5510
616,1250
616,9909
616,6328
616,9079
617,2277
617,2278
617,625
617,603
618,1787
618,1675
618,10712
618,12146
619,9614
619,5942
619,5531
619,193
620,5260
620,1339
620,9734
620,13836
621,5685
621,1242
621,437
621,1865
622,14169
622,12649
622,9025
622,1801
623,3834
623,971
623,10330
623,9406
624,8764
624,8344
624,9268
624,9524
625,5309
625,5220
625,7968
625,1725
626,897
626,2804
626,265
626,1302
627,2129
627,58
627,3304
627,2938
628,1707
628,6508
628,5502
628,11078
629,279
629,615
629,5402
629,2029
630,10261
630,14771
630,13029
630,14772
631,7149
631,7144
631,414
631,8368
632,14964
633,1288
633,1003
633,4433
633,5845
634,7058
634,1209
634,559
634,575
635,3470
635,2328
635,4495
635,991
636,934
636,1864
636,270
636,43
637,6508
637,3531
637,635
637,831
638,908
638,5787
638,3318
638,3647
639,1669
639,250
639,1448
639,1694
640,837
640,13579
641,1586
641,3264
641,1047
641,4978
642,2103
642,885
642,2104
642,339
643,9317
643,14088
643,1098
643,5705
644,835
644,2097
644,463
644,1261
645,294
645,2851
645,10379
645,2586
646,121
646,2477
646,1467
646,1712
647,1094
647,370
647,991
647,5202
648,78
648,8508
648,5979
648,1249
649,7307
649,448
649,4676
649,522
650,328
650,4806
650,1434
650,894
652,239
652,2184
652,373
652,1434
653,3657
653,13837
653,12852
653,11701
654,47
654,3473
654,3379
654,1615
655,3594
655,160
655,5991
655,5739
656,12196
656,1829
656,3896
656,846
657,4246
657,6489
657,2880
657,1290
658,896
658,647
658,4759
658,2074
659,11899
659,1948
659,666
659,11898
660,1148
660,2866
660,8330
660,4338
661,2347
661,3776
661,580
661,668
662,1200
662,8857
662,2707
663,634
663,2281
663,7374
663,6674
664,855
664,2109
664,5260
664,271
665,5615
665,3719
665,3789
665,8374
666,2858
666,4575
666,448
666,14209
667,4836
667,2096
667,3298
667,10937
668,7154
668,4291
668,3291
668,5257
669,2773
669,760
669,2219
669,1048
670,8705
670,2342
670,3168
670,1572
671,778
671,480
671,5575
671,6745
672,873
672,7891
672,4532
672,8219
673,899
673,2510
673,3870
673,8752
674,2026
674,11889
674,14048
674,11765
675,724
675,3098
675,5380
675,16
676,1756
676,108
676,3417
676,2950
677,14621
677,14620
677,14619
677,9224
678,10074
678,11245
678,6030
678,2662
679,1595
679,70
679,962
679,2376
680,4569
680,1593
680,2667
680,157
681,729
681,2448
681,4308
681,2730
682,4130
682,2980
682,10791
682,3839
683,12048
683,9580
683,1772
683,2084
684,4595
684,4578
684,5641
684,3304
685,5249
685,3792
685,4541
685,7377
686,11748
686,14660
686,13024
686,12945
687,13840
687,14663
687,13881
687,14578
688,6138
688,5260
688,10230
688,12307
689,3355
689,1242
689,271
689,2180
690,3922
690,2087
690,272
690,1698
691,413
691,11518
691,14827
691,11042
692,1840
692,845
692,338
692,1138
693,2567
693,4658
693,3098
693,392
694,4608
694,12551
694,15155
694,12553
695,895
695,894
695,352
695,893
696,470
696,3871
696,2499
696,414
697,3113
697,2877
697,11239
697,3429
698,11525
698,6087
698,11526
698,5170
699,3280
699,168
699,2562
699,1906
700,8764
700,4054
700,161
700,4569
701,1978
701,2377
701,5372
701,1257
702,1210
702,599
702,3431
702,636
703,8550
703,7933
703,8549
703,15388
704,6983
704,1878
704,15008
704,927
705,8189
705,470
705,9925
705,11296
706,3178
706,1633
706,2816
706,932
707,893
707,256
707,1439
707,2580
708,8688
708,4546
708,7190
708,8687
709,1657
709,7020
709,4125
709,573
710,3546
710,704
710,1954
710,2198
711,4467
711,3962
711,894
711,8069
712,9193
712,9194
712,8573
712,5534
713,6304
713,12533
714,2146
714,3092
714,8181
714,4439
715,5314
715,4237
715,298
715,14965
716,1671
716,6930
716,549
716,500
717,6484
717,6483
717,10369
717,7561
718,1108
718,1122
718,5208
718,10496
719,259
719,3176
719,1638
719,775
720,2922
720,2924
720,2069
720,2923
721,4919
721,1379
721,4920
721,2922
722,5131
722,565
722,2213
722,9543
723,565
723,566
723,567
723,568
724,259
724,1473
724,1474
724,1472
725,259
725,1110
725,1882
725,1881
726,5129
726,2619
726,5127
726,5128
727,1871
727,5055
727,3089
727,1122
728,5131
728,5103
728,11468
728,716
729,775
729,614
729,776
729,777
730,1116
730,1118
730,921
730,1117
731,922
731,919
731,920
731,921
732,565
732,1694
732,1434
732,775
733,1121
733,1124
733,1123
733,1122
734,1121
734,616
734,3049
734,3122
735,565
735,2848
735,5571
735,3305
736,6520
736,565
736,1944
736,1121
737,2719
737,2720
737,565
737,1985
738,5303
738,10300
738,5481
738,2035
739,3049
739,3048
739,3050
739,2112
740,2114
740,2113
740,2115
740,2112
741,2621
741,984
741,2405
741,1869
742,6352
