movieId,title,plot,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,imdbRating,imdbVotes,runtime,year,num_popular_actors,num_popular_directors
11,Dracula: Dead and Loving It,Mel Brooks' parody of the classic vampire story and its famous film adaptations.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8889849113423562,-0.21618514660126056,-0.6274177804372553,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
12,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3683300523873499,-0.21660443889810285,-0.9827093498077658,0.1589047231113472,1.2284129305421587,-0.21885405797758367
13,Nixon,"A biographical story of former U.S. president Richard Milhous Nixon, from his days as a young boy to his eventual presidency which ended in shame.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3683300523873499,-0.2715793766363565,3.067614541016054,0.1589047231113472,1.2284129305421587,-0.21885405797758367
14,Cutthroat Island,A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0824179826853881,-0.30003407659933545,0.6516318692965826,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
15,Casino,"Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.432211944774024,2.5549271725998053,2.5702063438973393,0.1589047231113472,2.9434172131610694,4.502288445675965
16,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9486292664164456,0.2294177418678813,1.0779817525411952,0.1589047231113472,1.2284129305421587,-0.21885405797758367
17,Four Rooms,Four interlocking tales that take place in a fading hotel on New Year's Eve.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018536090298713063,0.22817892371811999,-0.2721262110667448,0.1589047231113472,-0.4865913520767517,4.502288445675965
18,Ace Ventura: When Nature Calls,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4054022329847769,0.9833624678126122,-0.5563594665631532,0.1589047231113472,1.2284129305421587,-0.21885405797758367
19,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0824179826853881,-0.19553500098177787,0.15422367217786784,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
20,Get Shorty,A mobster travels to Hollywood to collect a debt and discovers that the movie business is much the same as his current job.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17489698104431886,0.09132763565102676,-0.023422112507387422,0.1589047231113472,2.9434172131610694,-0.21885405797758367
21,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.11525262597022945,-0.1016992908225503,0.6161027123595315,0.1589047231113472,1.2284129305421587,-0.21885405797758367
22,Assassins,Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4054022329847769,0.0856576602732731,0.9358651247929909,0.1589047231113472,1.2284129305421587,-0.21885405797758367
23,Powder,A young bald albino boy with unique powers shakes up the rural community he lives in.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.21196916164174498,-0.2696067969671212,0.18975282911491886,0.1589047231113472,1.2284129305421587,-0.21885405797758367
24,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8519127307449292,0.37604616394770607,0.18975282911491886,0.1589047231113472,1.2284129305421587,-0.21885405797758367
25,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2716135167158344,-0.426593644653027,0.6161027123595315,0.1589047231113472,1.2284129305421587,-0.21885405797758367
26,Now and Then,Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.018536090298713063,-0.2954599788156014,-0.20106789719264268,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
27,Persuasion,"Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to Frederick Wentworth, a young seaman, who, though ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9486292664164456,-0.4121375897823509,0.047636201366714676,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
28,"City of Lost Children, The (Cité des enfants perdus, La)","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.9486292664164456,0.023659576562911108,0.22528198605196992,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
29,Shanghai Triad (Yao a yao yao dao waipo qiao),A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4650465880588663,-0.45614422221002554,0.08316535830376573,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
30,Dangerous Minds,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3086856973132605,-0.1425802897646734,-0.23659705412969373,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
31,Twelve Monkeys (a.k.a. 12 Monkeys),"In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3354954091025086,3.7619267546530115,0.8292776539818377,0.1589047231113472,1.2284129305421587,4.502288445675965
32,Babe,"Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07818044537280246,0.37986744147120055,-0.5208303096261021,0.1589047231113472,1.2284129305421587,-0.21885405797758367
33,Carrington,The platonic relationship between artist Dora Carrington and writer Lytton Strachey in the early 20th century.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.17489698104431886,-0.45413352505925914,0.5450443984854294,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
34,Dead Man Walking,"A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8519127307449292,0.183190766141019,0.5805735554224805,0.1589047231113472,1.2284129305421587,-0.21885405797758367
35,Across the Sea of Time,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all ...",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.11525262597022945,-0.4936613534070276,-1.9419965871081442,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
36,It Takes Two,"Alyssa (a rich girl) and Amanda (an orphan) are two little girls who are identical, but complete strangers, that accidentally meet one day. In an attempt to stop Alyssa's father from ...",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9857014470138717,-0.35644794926538875,-0.16553874025559162,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
37,Clueless,"A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07818044537280246,0.6133941920715895,-0.30765536800379584,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
38,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.17489698104431886,-0.48226422642922356,0.012107044429663628,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
39,Richard III,The classic Shakespearean play about a murderously scheming king staged in an alternative fascist England setting.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7551961950734137,-0.3879425183804743,-0.05895126944443847,0.1589047231113472,2.9434172131610694,-0.21885405797758367
40,Dead Presidents,"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07818044537280246,-0.3550471318191202,0.4739860846113273,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
41,Restoration,"The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.018536090298713063,-0.4248592992433612,0.4029277707372252,0.1589047231113472,2.9434172131610694,-0.21885405797758367
42,Mortal Kombat,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8889849113423562,0.26377112209780057,-0.16553874025559162,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
43,To Die For,"Suzanne Stone is an aspiring TV personality who will do anything to be in the spotlight, including enlisting three teenagers to kill her husband.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.07818044537280246,-0.17228333724779643,0.012107044429663628,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
44,How to Make an American Quilt,Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.5021187686562925,-0.4169022749737405,0.11869451524081677,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
45,Seven (a.k.a. Se7en),"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.819078087460088,8.857080981547053,0.7582193401077356,0.1589047231113472,2.9434172131610694,4.502288445675965
46,Pocahontas,An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.11525262597022945,0.5901711164487564,-0.8761218789966126,0.1589047231113472,1.2284129305421587,-0.21885405797758367
47,When Night Is Falling,"An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.07818044537280246,-0.44611932456734177,-0.41424283881494894,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
48,"Usual Suspects, The","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.819078087460088,6.283226629269518,0.012107044429663628,0.1589047231113472,1.2284129305421587,4.502288445675965
49,Mighty Aphrodite,"When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a prostitute.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3683300523873499,-0.2018625029159433,-0.37871368187789795,0.1589047231113472,-0.4865913520767517,4.502288445675965
50,Lamerica,Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. ...,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8519127307449292,-0.4792624747586481,0.36739861380017413,0.1071910429173987,-0.4865913520767517,-0.21885405797758367
51,"Big Green, The","Another Disney underdog sports team of misfit kids (soccer this time) learns to play a new sport and become champions, while building self-esteem, making friends and solving a variety of ...",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2758510540284191,-0.4320253857712112,-0.20106789719264268,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
52,Georgia,"Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Sadie wants to be a famous artist like her sister, but is always doing everything wrong. Her ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3086856973132605,-0.47361155812166,0.3318694568631231,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
53,Home for the Holidays,"After losing her job, making out with her soon-to-be former boss and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11525262597022945,-0.4103555975207711,-0.09448042638148953,0.1589047231113472,1.2284129305421587,-0.21885405797758367
54,"Postman, The (Postino, Il)",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0453458020879611,-0.2539786295393632,0.08316535830376573,0.1071910429173987,-0.4865913520767517,-0.21885405797758367
55,"Confessional, The (Confessionnal, Le)","The year is 1952, in Quebec City. Rachel, 16, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the ...",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8519127307449292,-0.4827597536891281,-0.20106789719264268,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
56,"Indian in the Cupboard, The",On his ninth birthday a boy receives many presents. Two of them first seem to be less important: an old cupboard from his brother and a little Indian figure made of plastic from his best ...,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.7922683756708399,-0.30309300449220755,-0.3431845249408469,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
57,Eye for an Eye,"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.5988353043278088,-0.4056290298109126,-0.16553874025559162,0.2106184033052957,2.9434172131610694,-0.21885405797758367
58,Mr. Holland's Opus,A frustrated composer finds fulfillment as a high school music teacher.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5617631237303818,-0.21321198304183342,1.3266858511005524,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
59,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Don't Be a Menace to South Central While Drinking your Juice in the Hood is a parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood, South Central, ...",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11525262597022945,-0.14266605409811842,-0.5918886235002042,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
60,Two if by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that _last_ job, which involves stealing a valuable painting. ...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.469284125371451,-0.4532091761321296,-0.3431845249408469,0.2106184033052957,1.2284129305421587,-0.21885405797758367
61,Bio-Dome,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3397329464150944,-0.2950216277779935,-0.6274177804372553,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
62,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-4.177347124173895,-0.421285785349819,-0.449771995752,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
63,French Twist (Gazon maudit),"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3086856973132605,-0.4605849088084007,-0.05895126944443847,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
64,Friday,"Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by ten p.m. that same night. In that time, they smoke more weed, get jacked, and they get shot at in a drive-by.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5617631237303818,0.18734557162791077,-0.5208303096261021,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
65,From Dusk Till Dawn,"Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5617631237303818,1.5262030516676337,0.08316535830376573,0.2106184033052957,2.9434172131610694,-0.21885405797758367
66,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.533166017758126,-0.40055940476727403,-0.5208303096261021,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
67,Kicking and Screaming,"Following graduation, a handful of college students do nothing and talk about it wittily.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3683300523873499,-0.4299861005092964,-0.3431845249408469,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
68,"Misérables, Les",Henri Fortin is poor and iliterate former boxer. Ziman is rich Jewish lawyer from Paris. During WWII they meet when Fortin agrees to drive Ziman's family to Switzerland. Intrigued by Victor...,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7551961950734137,-0.46556876951859427,2.463618873086186,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
69,Bed of Roses,"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.6955518399993244,-0.4321302088454218,-0.6629469373743063,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
70,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as...",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.3086856973132605,-0.3093728595744591,0.08316535830376573,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
71,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5617631237303818,-0.4905071318103276,-1.3735300761153273,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
72,"Crossing Guard, The",Freddie Gale is a seedy jeweler who has sworn to kill the drunk driver who killed his little girl.,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.3086856973132605,-0.3970907139479424,0.18975282911491886,0.1589047231113472,2.9434172131610694,-0.21885405797758367
73,"Juror, The","When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as The Teacher to persuade the other jurors to vote not guilty. He threatens to kill her son...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0824179826853881,-0.36497673575797623,0.43845692767427624,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
74,"White Balloon, The (Badkonake sefid)",Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0453458020879611,-0.45262788453878,-0.7340052512484084,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
75,Things to Do in Denver When You're Dead,Five different criminals face imminent death after botching a job quite badly.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.07818044537280246,-0.28678825176727224,0.3318694568631231,0.1589047231113472,1.2284129305421587,-0.21885405797758367
76,Antonia's Line (Antonia),"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7551961950734137,-0.4321397382158046,-0.13000958331854057,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
77,Once Upon a Time... When We Were Colored,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5617631237303818,-0.4916792443674095,0.3318694568631231,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
78,Last Summer in the Hamptons,"Filmed entirely on location in East Hampton, Long Island, Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the ...",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5988353043278088,-0.492737004479898,0.08316535830376573,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
79,Angels and Insects,In the 1800s a naturalist marries into a family of British country gentry.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2716135167158344,-0.4581739781015576,0.36739861380017413,0.1589047231113472,-0.4865913520767517,-0.21885405797758367
80,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11525262597022945,-0.32882230452571165,0.8292776539818377,0.2106184033052957,1.2284129305421587,4.502288445675965
81,Dunston Checks In,Young boy befriends larcenous orangutan in luxury hotel.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.469284125371451,-0.404361623550003,-0.6274177804372553,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
82,Black Sheep,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5021187686562925,-0.21963477867982664,-0.6629469373743063,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
83,Nick of Time,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4054022329847769,-0.19326701083067638,-0.5563594665631532,0.1589047231113472,1.2284129305421587,-0.21885405797758367
84,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.8889849113423562,-0.3841593583385109,0.08316535830376573,0.2106184033052957,1.2284129305421587,-0.21885405797758367
85,Vampire in Brooklyn,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.1462998750720623,-0.33496874842260427,-0.20106789719264268,0.1589047231113472,1.2284129305421587,-0.21885405797758367
86,Beautiful Girls,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4650465880588663,-0.2473938346048627,0.22528198605196992,0.2106184033052957,-0.4865913520767517,-0.21885405797758367
87,Broken Arrow,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6955518399993244,0.2270735167537176,0.08316535830376573,0.2106184033052957,1.2284129305421587,-0.21885405797758367
